Year,Make,Model,Mileage,Body style,Gearbox,Hand drive,Engine,Color,Custom cleared,Price
2017,BMW,740,111000,Սեդան,Ավտոմատ,Ձախ,Բենզին,Սպիտակ,Մաքսազերծված,65000
2020,Toyota,Highlander,17395,Ամենագնաց,Ավտոմատ,Ձախ,Բենզին,Արծաթագույն,մաքսազերծված չ,17100
2018,Nissan,Altima,47973,Սեդան,Ավտոմատ,Ձախ,Բենզին,Սև,մաքսազերծված չ,10000
2021,Hyundai,Accent,41675,Սեդան,Ավտոմատ,Ձախ,Բենզին,Կապույտ,մաքսազերծված չ,6200
2017,Subaru,Forester,23960,Ամենագնաց,Ավտոմատ,Ձախ,Բենզին,Մոխրագույն,մաքսազերծված չ,4000
2019,Ford,F150,24587,Պիկապ,Ավտոմատ,Ձախ,Բենզին,Արծաթագույն,մաքսազերծված չ,12800
2017,Hyundai,Santa Fe,22914,Ամենագնաց,Ավտոմատ,Ձախ,Բենզին,Սև,մաքսազերծված չ,5200
2019,Toyota,Camry,158399,Սեդան,Ավտոմատ,Ձախ,Բենզին,Մոխրագույն,մաքսազերծված չ,17200
2022,Volkswagen,ID.4,10,Ամենագնաց,Ավտոմատ,Ձախ,Էլեկտրական,Արծաթագույն,մաքսազերծված չ,33770
2007,Mercedes-Benz,S 550,230000,Սեդան,Ավտոմատ,Ձախ,Բենզին,Սպիտակ,Մաքսազերծված,15000
2021,Toyota,Camry,16824,Սեդան,Ավտոմատ,Ձախ,Բենզին,Սպիտակ,մաքսազերծված չ,10500
2021,Toyota,Corolla,16800,Սեդան,Ավտոմատ,Ձախ,Բենզին,Սպիտակ,մաքսազերծված չ,7700
2017,Volkswagen,Tiguan,69837,Ամենագնաց,Ավտոմատ,Ձախ,Բենզին,Սև,մաքսազերծված չ,7200
2020,BMW,X3,17935,Ամենագնաց,Ավտոմատ,Ձախ,Բենզին,Սպիտակ,մաքսազերծված չ,11400
2012,Lexus,LX 570,142000,Ամենագնաց,Ավտոմատ,Ձախ,Բենզին,Սև,Մաքսազերծված,45800
2022,Mercedes-Benz,S 580,8046,Սեդան,Ավտոմատ,Ձախ,Բենզին,Սպիտակ,մաքսազերծված չ,38000
2015,Honda,Fit,25900,Սեդան,Ավտոմատ,Աջ,Հիբրիդ,Արծաթագույն,Մաքսազերծված,8010
2018,Lexus,IS 350,117820,Սեդան,Ավտոմատ,Ձախ,Բենզին,Սև,մաքսազերծված չ,17000
2016,Nissan,Altima,25000,Սեդան,Ավտոմատ,Ձախ,Բենզին,Արծաթագույն,մաքսազերծված չ,2800
2015,Mazda,6,167371,Սեդան,Ավտոմատ,Ձախ,Բենզին,Արծաթագույն,Մաքսազերծված,20300
2017,Mazda,6,88000,Սեդան,Ավտոմատ,Ձախ,Բենզին,Սև,Մաքսազերծված,18600
2022,Acura,MDX,743,Ամենագնաց,Ավտոմատ,Ձախ,Բենզին,Մոխրագույն,մաքսազերծված չ,21000
2022,Kia,K5,19960,Սեդան,Ավտոմատ,Ձախ,Բենզին,Սև,մաքսազերծված չ,11200
2017,Ford,Fusion,25000,Սեդան,Ավտոմատ,Ձախ,Բենզին,Արծաթագույն,մաքսազերծված չ,2950
2017,Mazda,6,19935,Սեդան,Ավտոմատ,Ձախ,Բենզին,Արծաթագույն,մաքսազերծված չ,3800
2018,Toyota,Corolla,19357,Սեդան,Ավտոմատ,Ձախ,Բենզին,Սև,մաքսազերծված չ,4800
2017,Mercedes-Benz,GLA 250,77174,Ամենագնաց,Ավտոմատ,Ձախ,Բենզին,Սպիտակ,մաքսազերծված չ,8900
2012,Toyota,Camry,145000,Սեդան,Ավտոմատ,Ձախ,Բենզին,Սև,Մաքսազերծված,16000
2018,Audi,S4,18832,Սեդան,Ավտոմատ,Ձախ,Բենզին,Սև,մաքսազերծված չ,15100
2003,Mercedes-Benz,E 320,210000,Սեդան,Ավտոմատ,Ձախ,Բենզին,Սև,Մաքսազերծված,8700
2017,Lexus,IS 300,72277,Սեդան,Ավտոմատ,Ձախ,Բենզին,Արծաթագույն,մաքսազերծված չ,9300
2019,Kia,Optima,121812,Սեդան,Ավտոմատ,Ձախ,Բենզին,Սև,մաքսազերծված չ,5200
2018,Hyundai,Sonata,70685,Սեդան,Ավտոմատ,Ձախ,Բենզին,Սպիտակ,մաքսազերծված չ,6700
2016,BMW,428,114113,Սեդան,Ավտոմատ,Ձախ,Բենզին,Կապույտ,մաքսազերծված չ,15500
2019,Toyota,Corolla,33585,Սեդան,Ավտոմատ,Ձախ,Բենզին,Արծաթագույն,մաքսազերծված չ,6600
2019,Mercedes-Benz,A 220,46798,Սեդան,Ավտոմատ,Ձախ,Բենզին,Սպիտակ,մաքսազերծված չ,14900
2018,Lexus,GX 460,18824,Ամենագնաց,Ավտոմատ,Ձախ,Բենզին,Սև,մաքսազերծված չ,20400
2019,Kia,Forte,18347,Սեդան,Ավտոմատ,Ձախ,Բենզին,Սև,մաքսազերծված չ,3200
2021,Lexus,RX 350,17395,Ամենագնաց,Ավտոմատ,Ձախ,Բենզին,Մոխրագույն,մաքսազերծված չ,21300
2017,Mercedes-Benz,E 300,23914,Սեդան,Ավտոմատ,Ձախ,Բենզին,Սև,մաքսազերծված չ,12200
2018,Toyota,Rav 4,19347,Ամենագնաց,Ավտոմատ,Ձախ,Բենզին,Սպիտակ,մաքսազերծված չ,6800
2019,Honda,CR-V,18325,Ամենագնաց,Ավտոմատ,Ձախ,Բենզին,Սև,մաքսազերծված չ,12400
2018,Mercedes-Benz,CLA 250,71308,Սեդան,Ավտոմատ,Ձախ,Բենզին,Սպիտակ,մաքսազերծված չ,8800
2016,Kia,Sportage,209214,Ամենագնաց,Ավտոմատ,Ձախ,Բենզին,Արծաթագույն,մաքսազերծված չ,3300
2019,Nissan,Altima,123810,Սեդան,Ավտոմատ,Ձախ,Բենզին,Մոխրագույն,մաքսազերծված չ,10200
2018,Kia,Optima,19327,Սեդան,Ավտոմատ,Ձախ,Բենզին,Սև,մաքսազերծված չ,4100
2019,Nissan,Altima,67785,Սեդան,Ավտոմատ,Ձախ,Բենզին,Կապույտ,մաքսազերծված չ,7300
2017,Acura,ILX,19935,Սեդան,Ավտոմատ,Ձախ,Բենզին,Սև,մաքսազերծված չ,4100
2022,Toyota,Corolla,15726,Սեդան,Ավտոմատ,Ձախ,Բենզին,Արծաթագույն,մաքսազերծված չ,7800
2017,Ford,Mustang,52714,Կուպե,Ավտոմատ,Ձախ,Բենզին,Սպիտակ,մաքսազերծված չ,15500
2019,Ford,Fusion,19934,Սեդան,Ավտոմատ,Ձախ,Բենզին,Արծաթագույն,մաքսազերծված չ,4500
2016,Jaguar,XJ,79179,Սեդան,Ավտոմատ,Ձախ,Բենզին,Սև,մաքսազերծված չ,6900
2018,Honda,CR-V,18647,Ամենագնաց,Ավտոմատ,Ձախ,Բենզին,Արծաթագույն,մաքսազերծված չ,10200
2022,Volkswagen,ID.4,20,Ամենագնաց,Ավտոմատ,Ձախ,Էլեկտրական,Մոխրագույն,մաքսազերծված չ,39800
2016,Toyota,Corolla,88513,Սեդան,Ավտոմատ,Ձախ,Բենզին,Մոխրագույն,Մաքսազերծված,15000
2021,Nissan,Sentra,16632,Սեդան,Ավտոմատ,Ձախ,Բենզին,Մոխրագույն,մաքսազերծված չ,6000
2013,Hyundai,Sonata,180000,Սեդան,Ավտոմատ,Ձախ,Բենզին,Սև,Մաքսազերծված,11700
2020,Tesla,Model 3,18347,Սեդան,Ավտոմատ,Ձախ,Էլեկտրական,Սպիտակ,մաքսազերծված չ,16300
2017,BMW,X6,21934,Ամենագնաց,Ավտոմատ,Ձախ,Բենզին,Սպիտակ,մաքսազերծված չ,18500
2018,Toyota,Camry,56000,Սեդան,Ավտոմատ,Ձախ,Հիբրիդ,Այլ գույն,Մաքսազերծված,34000
2017,Volkswagen,Polo,155000,Սեդան,Մեխանիկական,Ձախ,Բենզին,Սպիտակ,Մաքսազերծված,8900
2018,Toyota,Tundra,19347,Պիկապ,Ավտոմատ,Ձախ,Բենզին,Սպիտակ,մաքսազերծված չ,14400
2020,Porsche,Panamera,17644,Սեդան,Ավտոմատ,Ձախ,Բենզին,Սպիտակ,մաքսազերծված չ,59000
2016,Mercedes-Benz,C 300,23741,Սեդան,Ավտոմատ,Ձախ,Բենզին,Այլ գույն,մաքսազերծված չ,7100
2017,Ford,Mustang,22200,Կաբրիոլետ / Ռոդսթեր,Ավտոմատ,Ձախ,Բենզին,Սպիտակ,մաքսազերծված չ,6100
2020,Nissan,Murano,18347,Ամենագնաց,Ավտոմատ,Ձախ,Բենզին,Կապույտ,մաքսազերծված չ,5700
2021,Kia,Sportage,19463,Ամենագնաց,Ավտոմատ,Ձախ,Բենզին,Երկնագույն,մաքսազերծված չ,10700
2021,Mercedes-Benz,GLA 250,29571,Ամենագնաց,Ավտոմատ,Ձախ,Բենզին,Մոխրագույն,մաքսազերծված չ,23000
2016,Hyundai,Veloster,113436,Հետչբեք,Ավտոմատ,Ձախ,Բենզին,Կարմիր,մաքսազերծված չ,2200
2022,BMW,X5,16395,Ամենագնաց,Ավտոմատ,Ձախ,Բենզին,Սպիտակ,մաքսազերծված չ,40400
2006,Mercedes-Benz,S 550,220000,Սեդան,Ավտոմատ,Ձախ,Բենզին,Սպիտակ,Մաքսազերծված,13000
2021,Nissan,Rogue,16,Ամենագնաց,Ավտոմատ,Ձախ,Բենզին,Արծաթագույն,մաքսազերծված չ,7200
2020,Lexus,RX 450h,18126,Ամենագնաց,Ավտոմատ,Ձախ,Բենզին,Սև,մաքսազերծված չ,32000
2017,Toyota,Camry,219649,Սեդան,Ավտոմատ,Ձախ,Հիբրիդ,Սպիտակ,մաքսազերծված չ,9800
2017,BMW,i3,2330,Հետչբեք,Մեխանիկական,Ձախ,Էլեկտրական,Սև,մաքսազերծված չ,17500
2021,Lexus,ES 250,12000,Սեդան,Ավտոմատ,Ձախ,Բենզին,Մոխրագույն,Մաքսազերծված,67800
2018,Chevrolet,Cruze,19214,Սեդան,Ավտոմատ,Ձախ,Բենզին,Սև,մաքսազերծված չ,3200
2016,Honda,Civic,21739,Սեդան,Ավտոմատ,Ձախ,Բենզին,Արծաթագույն,մաքսազերծված չ,4100
2019,Kia,Forte,45061,Սեդան,Ավտոմատ,Ձախ,Բենզին,Արծաթագույն,Մաքսազերծված,18200
2016,Jeep,Patriot,88513,Ամենագնաց,Ավտոմատ,Ձախ,Բենզին,Սև,Մաքսազերծված,10900
2016,Nissan,Altima,23964,Սեդան,Ավտոմատ,Ձախ,Բենզին,Սև,մաքսազերծված չ,2800
2021,Toyota,C-HR,24944,Հետչբեք,Ավտոմատ,Ձախ,Բենզին,Բեժ,մաքսազերծված չ,7600
2019,Ford,Fusion,67592,Սեդան,Ավտոմատ,Ձախ,Բենզին,Սպիտակ,մաքսազերծված չ,4500
2022,Toyota,Land Cruiser 300,10,Ունիվերսալ,Ավտոմատ,Ձախ,Բենզին,Սև,Մաքսազերծված,98000
2022,Mini,Cooper,10830,Հետչբեք,Ավտոմատ,Ձախ,Բենզին,Մոխրագույն,մաքսազերծված չ,9400
2016,Ford,Edge,22741,Ամենագնաց,Մեխանիկական,Ձախ,Բենզին,Արծաթագույն,մաքսազերծված չ,3100
2017,Honda,Civic,18347,Սեդան,Ավտոմատ,Ձախ,Բենզին,Սպիտակ,մաքսազերծված չ,4500
2022,BMW,X5,16832,Ամենագնաց,Ավտոմատ,Ձախ,Բենզին,Կապույտ,մաքսազերծված չ,40100
2008,Mercedes-Benz,GL 450,284853,Ամենագնաց,Ավտոմատ,Ձախ,Բենզին,Արծաթագույն,Մաքսազերծված,14900
2017,BMW,X5,22831,Ամենագնաց,Ավտոմատ,Ձախ,Բենզին,Այլ գույն,մաքսազերծված չ,14800
2021,Nissan,Kicks,15514,Ամենագնաց,Ավտոմատ,Ձախ,Բենզին,Կարմիր,մաքսազերծված չ,8300
2008,Ford,Transit,400000,Ունիվերսալ,Մեխանիկական,Ձախ,Գազ,Սպիտակ,Մաքսազերծված,11000
2008,VAZ,(Lada) 2121 NIVA (4x4),160000,Ամենագնաց,Մեխանիկական,Ձախ,Գազ,Սպիտակ,Մաքսազերծված,6300
2017,Ford,Fusion,135989,Սեդան,Ավտոմատ,Ձախ,Բենզին,Սև,մաքսազերծված չ,3000
2019,Porsche,Panamera,18234,Սեդան,Ավտոմատ,Ձախ,Բենզին,Կապույտ,մաքսազերծված չ,30100
2002,Volkswagen,Passat,245000,Սեդան,Ավտոմատ,Ձախ,Գազ,Կանաչ,Մաքսազերծված,5000
2016,Toyota,Tacoma,22914,Պիկապ,Ավտոմատ,Ձախ,Բենզին,Կարմիր,մաքսազերծված չ,12100
2022,Toyota,Camry,2400,Սեդան,Ավտոմատ,Ձախ,Բենզին,Սև,մաքսազերծված չ,14200
2017,Nissan,Almera,122310,Սեդան,Ավտոմատ,Ձախ,Բենզին,Սև,մաքսազերծված չ,4500
2016,Hyundai,Sonata,214042,Սեդան,Ավտոմատ,Ձախ,Բենզին,Սպիտակ,մաքսազերծված չ,1700
2018,Toyota,Yaris,111411,Սեդան,Ավտոմատ,Ձախ,Բենզին,Կարմիր,մաքսազերծված չ,3700
2018,Nissan,Sentra,49041,Սեդան,Ավտոմատ,Ձախ,Բենզին,Մոխրագույն,մաքսազերծված չ,3100
2018,Kia,Sportage,109113,Ամենագնաց,Ավտոմատ,Ձախ,Բենզին,Սև,մաքսազերծված չ,14200
2018,Honda,Civic,18647,Սեդան,Ավտոմատ,Ձախ,Բենզին,Արծաթագույն,մաքսազերծված չ,5200
2022,Mitsubishi,Outlander,12239,Ամենագնաց,Ավտոմատ,Ձախ,Բենզին,Սև,մաքսազերծված չ,14000
2018,Kia,Optima,70489,Սեդան,Ավտոմատ,Ձախ,Բենզին,Կապույտ,մաքսազերծված չ,3800
2016,Mazda,3,23481,Հետչբեք,Ավտոմատ,Ձախ,Բենզին,Սև,մաքսազերծված չ,2500
2017,Nissan,Rogue,94951,Ամենագնաց,Ավտոմատ,Ձախ,Բենզին,Արծաթագույն,մաքսազերծված չ,5700
2019,Volkswagen,Jetta,18347,Սեդան,Ավտոմատ,Ձախ,Բենզին,Սպիտակ,մաքսազերծված չ,4400
2018,Ford,Edge,70786,Ամենագնաց,Ավտոմատ,Ձախ,Բենզին,Սպիտակ,մաքսազերծված չ,12500
2021,Tesla,Model S,50578,Սեդան,Ավտոմատ,Ձախ,Էլեկտրական,Սպիտակ,մաքսազերծված չ,29000
2016,Toyota,Corolla,22739,Սեդան,Ավտոմատ,Ձախ,Բենզին,Սպիտակ,մաքսազերծված չ,3600
2022,Tesla,Model 3,33981,Սեդան,Ավտոմատ,Ձախ,Էլեկտրական,Մոխրագույն,մաքսազերծված չ,23000
2020,Toyota,Corolla,49889,Սեդան,Ավտոմատ,Ձախ,Բենզին,Սև,մաքսազերծված չ,5700
2008,BMW,X6,230000,Ամենագնաց,Ավտոմատ,Ձախ,Բենզին,Սև,Մաքսազերծված,18500
2022,Nissan,Maxima,14000,Սեդան,Ավտոմատ,Ձախ,Բենզին,Արծաթագույն,մաքսազերծված չ,12550
2017,Mazda,3,238765,Սեդան,Ավտոմատ,Ձախ,Բենզին,Սպիտակ,մաքսազերծված չ,3100
2007,Nissan,BlueBird,150000,Սեդան,Վարիատոր,Ձախ,Բենզին,Սև,Մաքսազերծված,6700
2020,Toyota,Sienna,17935,Մինիվեն / Միկրոավտոբուս,Ավտոմատ,Ձախ,Բենզին,Սպիտակ,մաքսազերծված չ,9500
2006,Lexus,GX 470,225308,Ամենագնաց,Ավտոմատ,Ձախ,Գազ,Սև,Մաքսազերծված,26500
2019,Honda,Passport,18247,Ամենագնաց,Ավտոմատ,Ձախ,Բենզին,Սպիտակ,մաքսազերծված չ,12500
2022,Volkswagen,ID.4,59,Ամենագնաց,Ավտոմատ,Ձախ,Էլեկտրական,Մոխրագույն,Մաքսազերծված,38500
2016,Toyota,Highlander,22914,Ամենագնաց,Ավտոմատ,Ձախ,Բենզին,Արծաթագույն,մաքսազերծված չ,13600
2018,Nissan,Altima,57519,Սեդան,Ավտոմատ,Ձախ,Բենզին,Մոխրագույն,մաքսազերծված չ,9500
2019,Ford,F150,18592,Պիկապ,Ավտոմատ,Ձախ,Բենզին,Արծաթագույն,մաքսազերծված չ,9900
2017,Lexus,ES 250,56000,Սեդան,Ավտոմատ,Ձախ,Բենզին,Սև,Մաքսազերծված,36500
2016,Ford,Focus,173699,Հետչբեք,Ավտոմատ,Ձախ,Բենզին,Սպիտակ,մաքսազերծված չ,7000
2017,Mercedes-Benz,GLC 300,62572,Ամենագնաց,Ավտոմատ,Ձախ,Բենզին,Սև,մաքսազերծված չ,18000
2018,Ford,Escape,18627,Ամենագնաց,Ավտոմատ,Ձախ,Բենզին,Արծաթագույն,մաքսազերծված չ,3600
2016,Land,Rover Range Rover Evoque,23914,Ամենագնաց,Ավտոմատ,Ձախ,Բենզին,Սպիտակ,մաքսազերծված չ,9800
2018,Toyota,Tundra,18347,Պիկապ,Ավտոմատ,Ձախ,Բենզին,Մոխրագույն,մաքսազերծված չ,14300
2016,Hyundai,Sonata,67592,Սեդան,Ավտոմատ,Ձախ,Բենզին,Արծաթագույն,Մաքսազերծված,13500
2019,Nissan,Pathfinder,115872,Ամենագնաց,Ավտոմատ,Ձախ,Բենզին,Կանաչ,մաքսազերծված չ,6500
2017,Nissan,Pathfinder,24120,Ամենագնաց,Ավտոմատ,Ձախ,Բենզին,Սև,մաքսազերծված չ,5000
2022,Nissan,Altima,8032,Սեդան,Ավտոմատ,Ձախ,Բենզին,Կարմիր,մաքսազերծված չ,9000
2021,Hyundai,Sonata,16974,Սեդան,Ավտոմատ,Ձախ,Բենզին,Մոխրագույն,մաքսազերծված չ,10100
2021,BMW,540,10990,Սեդան,Ավտոմատ,Ձախ,Բենզին,Սպիտակ,մաքսազերծված չ,35700
2018,Toyota,Camry,74000,Սեդան,Ավտոմատ,Ձախ,Բենզին,Սև,Մաքսազերծված,35000
2022,Audi,Q3,16927,Ամենագնաց,Ավտոմատ,Ձախ,Բենզին,Սև,մաքսազերծված չ,14200
2021,Toyota,Rav 4,16795,Ամենագնաց,Ավտոմատ,Ձախ,Բենզին,Սպիտակ,մաքսազերծված չ,18000
2016,Kia,Forte,183465,Սեդան,Ավտոմատ,Ձախ,Բենզին,Սև,մաքսազերծված չ,2600
2019,Chevrolet,Camaro,72581,Կուպե,Ավտոմատ,Ձախ,Բենզին,Կարմիր,մաքսազերծված չ,17900
2017,Ford,Fusion,168981,Սեդան,Ավտոմատ,Ձախ,Բենզին,Սպիտակ,մաքսազերծված չ,3200
2022,Honda,HR-V,17702,Ունիվերսալ,Ավտոմատ,Ձախ,Բենզին,Սպիտակ,մաքսազերծված չ,8000
2018,Tesla,Model S,55186,Սեդան,Ավտոմատ,Ձախ,Էլեկտրական,Սև,մաքսազերծված չ,22500
2017,Toyota,Rav 4,93341,Ամենագնաց,Ավտոմատ,Ձախ,Բենզին,Սպիտակ,մաքսազերծված չ,7800
2020,Ford,Escape,17639,Ամենագնաց,Ավտոմատ,Ձախ,Բենզին,Մոխրագույն,մաքսազերծված չ,4300
2021,Nissan,Sentra,17328,Սեդան,Ավտոմատ,Ձախ,Բենզին,Կարմիր,մաքսազերծված չ,5900
2020,Nissan,Leaf,23174,Հետչբեք,Ավտոմատ,Ձախ,Էլեկտրական,Մոխրագույն,մաքսազերծված չ,8000
2016,Nissan,Juke,72581,Սեդան,Ավտոմատ,Ձախ,Բենզին,Մոխրագույն,մաքսազերծված չ,2800
2020,Honda,CR-V,18397,Ամենագնաց,Ավտոմատ,Ձախ,Բենզին,Սպիտակ,մաքսազերծված չ,14100
2021,Tesla,Model 3,15753,Սեդան,Ավտոմատ,Ձախ,Էլեկտրական,Սև,մաքսազերծված չ,23000
2020,Lexus,RX 350,18003,Ամենագնաց,Ավտոմատ,Ձախ,Բենզին,Սև,մաքսազերծված չ,18100
2017,Hyundai,Veloster,91249,Հետչբեք,Ավտոմատ,Ձախ,Բենզին,Դեղին,մաքսազերծված չ,10000
2018,Mazda,CX5,131322,Ամենագնաց,Ավտոմատ,Ձախ,Բենզին,Սպիտակ,մաքսազերծված չ,16700
2017,Honda,Civic,22914,Սեդան,Ավտոմատ,Ձախ,Բենզին,Սև,մաքսազերծված չ,4700
2019,Mazda,CX5,45061,Ամենագնաց,Ավտոմատ,Ձախ,Բենզին,Սև,Մաքսազերծված,30500
2017,Chevrolet,Traverse,20294,Ամենագնաց,Ավտոմատ,Ձախ,Բենզին,Սև,մաքսազերծված չ,61000
2017,Mercedes-Benz,E 300,109918,Սեդան,Ավտոմատ,Ձախ,Բենզին,Սև,մաքսազերծված չ,15000
2020,Toyota,Corolla,67981,Սեդան,Ավտոմատ,Ձախ,Բենզին,Սպիտակ,մաքսազերծված չ,8700
2019,Nissan,Versa,77506,Սեդան,Ավտոմատ,Ձախ,Բենզին,Կապույտ,մաքսազերծված չ,3400
